"","position","digit","color"
"54547",54547,"0","#0B0033"
"54548",54548,"6","#916C80"
"54549",54549,"3","#815355"
"54550",54550,"9","#5F758E"
"54551",54551,"4","#C09BD8"
"54552",54552,"4","#C09BD8"
"54553",54553,"7","#3B1F2B"
"54554",54554,"3","#815355"
"54555",54555,"8","#DB162F"
"54556",54556,"3","#815355"
"54557",54557,"6","#916C80"
"54558",54558,"3","#815355"
"54559",54559,"7","#3B1F2B"
"54560",54560,"9","#5F758E"
"54561",54561,"3","#815355"
"54562",54562,"9","#5F758E"
"54563",54563,"0","#0B0033"
"54564",54564,"6","#916C80"
"54565",54565,"2","#C3B299"
"54566",54566,"8","#DB162F"
"54567",54567,"3","#815355"
"54568",54568,"0","#0B0033"
"54569",54569,"0","#0B0033"
"54570",54570,"8","#DB162F"
"54571",54571,"9","#5F758E"
"54572",54572,"7","#3B1F2B"
"54573",54573,"3","#815355"
"54574",54574,"3","#815355"
"54575",54575,"0","#0B0033"
"54576",54576,"6","#916C80"
"54577",54577,"2","#C3B299"
"54578",54578,"4","#C09BD8"
"54579",54579,"1","#376996"
"54580",54580,"3","#815355"
"54581",54581,"8","#DB162F"
"54582",54582,"0","#0B0033"
"54583",54583,"6","#916C80"
"54584",54584,"1","#376996"
"54585",54585,"4","#C09BD8"
"54586",54586,"5","#48284A"
"54587",54587,"8","#DB162F"
"54588",54588,"9","#5F758E"
"54589",54589,"4","#C09BD8"
"54590",54590,"1","#376996"
"54591",54591,"4","#C09BD8"
"54592",54592,"2","#C3B299"
"54593",54593,"2","#C3B299"
"54594",54594,"7","#3B1F2B"
"54595",54595,"6","#916C80"
"54596",54596,"9","#5F758E"
"54597",54597,"4","#C09BD8"
"54598",54598,"7","#3B1F2B"
"54599",54599,"4","#C09BD8"
"54600",54600,"7","#3B1F2B"
"54601",54601,"9","#5F758E"
"54602",54602,"3","#815355"
"54603",54603,"1","#376996"
"54604",54604,"6","#916C80"
"54605",54605,"6","#916C80"
"54606",54606,"5","#48284A"
"54607",54607,"7","#3B1F2B"
"54608",54608,"1","#376996"
"54609",54609,"7","#3B1F2B"
"54610",54610,"6","#916C80"
"54611",54611,"2","#C3B299"
"54612",54612,"3","#815355"
"54613",54613,"1","#376996"
"54614",54614,"8","#DB162F"
"54615",54615,"2","#C3B299"
"54616",54616,"4","#C09BD8"
"54617",54617,"7","#3B1F2B"
"54618",54618,"2","#C3B299"
"54619",54619,"1","#376996"
"54620",54620,"6","#916C80"
"54621",54621,"8","#DB162F"
"54622",54622,"3","#815355"
"54623",54623,"5","#48284A"
"54624",54624,"0","#0B0033"
"54625",54625,"6","#916C80"
"54626",54626,"7","#3B1F2B"
"54627",54627,"8","#DB162F"
"54628",54628,"0","#0B0033"
"54629",54629,"7","#3B1F2B"
"54630",54630,"6","#916C80"
"54631",54631,"4","#C09BD8"
"54632",54632,"8","#DB162F"
"54633",54633,"7","#3B1F2B"
"54634",54634,"5","#48284A"
"54635",54635,"7","#3B1F2B"
"54636",54636,"3","#815355"
"54637",54637,"4","#C09BD8"
"54638",54638,"2","#C3B299"
"54639",54639,"0","#0B0033"
"54640",54640,"4","#C09BD8"
"54641",54641,"9","#5F758E"
"54642",54642,"1","#376996"
"54643",54643,"5","#48284A"
"54644",54644,"5","#48284A"
"54645",54645,"7","#3B1F2B"
"54646",54646,"6","#916C80"
"54647",54647,"2","#C3B299"
"54648",54648,"8","#DB162F"
"54649",54649,"2","#C3B299"
"54650",54650,"1","#376996"
"54651",54651,"7","#3B1F2B"
"54652",54652,"5","#48284A"
"54653",54653,"8","#DB162F"
"54654",54654,"3","#815355"
"54655",54655,"9","#5F758E"
"54656",54656,"7","#3B1F2B"
"54657",54657,"2","#C3B299"
"54658",54658,"9","#5F758E"
"54659",54659,"7","#3B1F2B"
"54660",54660,"5","#48284A"
"54661",54661,"1","#376996"
"54662",54662,"3","#815355"
"54663",54663,"4","#C09BD8"
"54664",54664,"4","#C09BD8"
"54665",54665,"7","#3B1F2B"
"54666",54666,"8","#DB162F"
"54667",54667,"9","#5F758E"
"54668",54668,"9","#5F758E"
"54669",54669,"0","#0B0033"
"54670",54670,"6","#916C80"
"54671",54671,"9","#5F758E"
"54672",54672,"6","#916C80"
"54673",54673,"5","#48284A"
"54674",54674,"8","#DB162F"
"54675",54675,"9","#5F758E"
"54676",54676,"5","#48284A"
"54677",54677,"3","#815355"
"54678",54678,"2","#C3B299"
"54679",54679,"5","#48284A"
"54680",54680,"4","#C09BD8"
"54681",54681,"8","#DB162F"
"54682",54682,"9","#5F758E"
"54683",54683,"4","#C09BD8"
"54684",54684,"0","#0B0033"
"54685",54685,"3","#815355"
"54686",54686,"3","#815355"
"54687",54687,"5","#48284A"
"54688",54688,"6","#916C80"
"54689",54689,"1","#376996"
"54690",54690,"5","#48284A"
"54691",54691,"6","#916C80"
"54692",54692,"1","#376996"
"54693",54693,"3","#815355"
"54694",54694,"1","#376996"
"54695",54695,"6","#916C80"
"54696",54696,"7","#3B1F2B"
"54697",54697,"4","#C09BD8"
"54698",54698,"0","#0B0033"
"54699",54699,"3","#815355"
"54700",54700,"2","#C3B299"
"54701",54701,"7","#3B1F2B"
"54702",54702,"6","#916C80"
"54703",54703,"4","#C09BD8"
"54704",54704,"7","#3B1F2B"
"54705",54705,"2","#C3B299"
"54706",54706,"4","#C09BD8"
"54707",54707,"6","#916C80"
"54708",54708,"9","#5F758E"
"54709",54709,"2","#C3B299"
"54710",54710,"1","#376996"
"54711",54711,"2","#C3B299"
"54712",54712,"5","#48284A"
"54713",54713,"0","#0B0033"
"54714",54714,"5","#48284A"
"54715",54715,"7","#3B1F2B"
"54716",54716,"5","#48284A"
"54717",54717,"9","#5F758E"
"54718",54718,"1","#376996"
"54719",54719,"1","#376996"
"54720",54720,"6","#916C80"
"54721",54721,"2","#C3B299"
"54722",54722,"5","#48284A"
"54723",54723,"1","#376996"
"54724",54724,"5","#48284A"
"54725",54725,"2","#C3B299"
"54726",54726,"9","#5F758E"
"54727",54727,"6","#916C80"
"54728",54728,"5","#48284A"
"54729",54729,"4","#C09BD8"
"54730",54730,"5","#48284A"
"54731",54731,"6","#916C80"
"54732",54732,"8","#DB162F"
"54733",54733,"5","#48284A"
"54734",54734,"4","#C09BD8"
"54735",54735,"4","#C09BD8"
"54736",54736,"6","#916C80"
"54737",54737,"3","#815355"
"54738",54738,"3","#815355"
"54739",54739,"4","#C09BD8"
"54740",54740,"9","#5F758E"
"54741",54741,"8","#DB162F"
"54742",54742,"1","#376996"
"54743",54743,"1","#376996"
"54744",54744,"4","#C09BD8"
"54745",54745,"3","#815355"
"54746",54746,"1","#376996"
"54747",54747,"7","#3B1F2B"
"54748",54748,"6","#916C80"
"54749",54749,"7","#3B1F2B"
"54750",54750,"0","#0B0033"
"54751",54751,"2","#C3B299"
"54752",54752,"5","#48284A"
"54753",54753,"7","#3B1F2B"
"54754",54754,"2","#C3B299"
"54755",54755,"9","#5F758E"
"54756",54756,"5","#48284A"
"54757",54757,"6","#916C80"
"54758",54758,"6","#916C80"
"54759",54759,"1","#376996"
"54760",54760,"8","#DB162F"
"54761",54761,"4","#C09BD8"
"54762",54762,"4","#C09BD8"
"54763",54763,"7","#3B1F2B"
"54764",54764,"7","#3B1F2B"
"54765",54765,"5","#48284A"
"54766",54766,"4","#C09BD8"
"54767",54767,"8","#DB162F"
"54768",54768,"7","#3B1F2B"
"54769",54769,"4","#C09BD8"
"54770",54770,"6","#916C80"
"54771",54771,"9","#5F758E"
"54772",54772,"3","#815355"
"54773",54773,"7","#3B1F2B"
"54774",54774,"8","#DB162F"
"54775",54775,"4","#C09BD8"
"54776",54776,"6","#916C80"
"54777",54777,"4","#C09BD8"
"54778",54778,"2","#C3B299"
"54779",54779,"3","#815355"
"54780",54780,"3","#815355"
"54781",54781,"7","#3B1F2B"
"54782",54782,"3","#815355"
"54783",54783,"7","#3B1F2B"
"54784",54784,"2","#C3B299"
"54785",54785,"3","#815355"
"54786",54786,"8","#DB162F"
"54787",54787,"9","#5F758E"
"54788",54788,"8","#DB162F"
"54789",54789,"1","#376996"
"54790",54790,"9","#5F758E"
"54791",54791,"2","#C3B299"
"54792",54792,"0","#0B0033"
"54793",54793,"6","#916C80"
"54794",54794,"6","#916C80"
"54795",54795,"2","#C3B299"
"54796",54796,"0","#0B0033"
"54797",54797,"4","#C09BD8"
"54798",54798,"8","#DB162F"
"54799",54799,"5","#48284A"
"54800",54800,"1","#376996"
"54801",54801,"1","#376996"
"54802",54802,"8","#DB162F"
"54803",54803,"9","#5F758E"
"54804",54804,"4","#C09BD8"
"54805",54805,"3","#815355"
"54806",54806,"7","#3B1F2B"
"54807",54807,"8","#DB162F"
"54808",54808,"8","#DB162F"
"54809",54809,"6","#916C80"
"54810",54810,"8","#DB162F"
"54811",54811,"2","#C3B299"
"54812",54812,"2","#C3B299"
"54813",54813,"4","#C09BD8"
"54814",54814,"8","#DB162F"
"54815",54815,"0","#0B0033"
"54816",54816,"7","#3B1F2B"
"54817",54817,"2","#C3B299"
"54818",54818,"7","#3B1F2B"
"54819",54819,"9","#5F758E"
"54820",54820,"3","#815355"
"54821",54821,"5","#48284A"
"54822",54822,"2","#C3B299"
"54823",54823,"0","#0B0033"
"54824",54824,"2","#C3B299"
"54825",54825,"2","#C3B299"
"54826",54826,"5","#48284A"
"54827",54827,"0","#0B0033"
"54828",54828,"1","#376996"
"54829",54829,"7","#3B1F2B"
"54830",54830,"9","#5F758E"
"54831",54831,"6","#916C80"
"54832",54832,"5","#48284A"
"54833",54833,"4","#C09BD8"
"54834",54834,"5","#48284A"
"54835",54835,"3","#815355"
"54836",54836,"4","#C09BD8"
"54837",54837,"3","#815355"
"54838",54838,"7","#3B1F2B"
"54839",54839,"5","#48284A"
"54840",54840,"7","#3B1F2B"
"54841",54841,"2","#C3B299"
"54842",54842,"7","#3B1F2B"
"54843",54843,"4","#C09BD8"
"54844",54844,"1","#376996"
"54845",54845,"6","#916C80"
"54846",54846,"3","#815355"
"54847",54847,"9","#5F758E"
"54848",54848,"1","#376996"
"54849",54849,"0","#0B0033"
"54850",54850,"7","#3B1F2B"
"54851",54851,"9","#5F758E"
"54852",54852,"1","#376996"
"54853",54853,"9","#5F758E"
"54854",54854,"7","#3B1F2B"
"54855",54855,"2","#C3B299"
"54856",54856,"9","#5F758E"
"54857",54857,"5","#48284A"
"54858",54858,"2","#C3B299"
"54859",54859,"9","#5F758E"
"54860",54860,"5","#48284A"
"54861",54861,"0","#0B0033"
"54862",54862,"8","#DB162F"
"54863",54863,"1","#376996"
"54864",54864,"2","#C3B299"
"54865",54865,"9","#5F758E"
"54866",54866,"4","#C09BD8"
"54867",54867,"2","#C3B299"
"54868",54868,"9","#5F758E"
"54869",54869,"2","#C3B299"
"54870",54870,"2","#C3B299"
"54871",54871,"2","#C3B299"
"54872",54872,"0","#0B0033"
"54873",54873,"5","#48284A"
"54874",54874,"3","#815355"
"54875",54875,"4","#C09BD8"
"54876",54876,"7","#3B1F2B"
"54877",54877,"7","#3B1F2B"
"54878",54878,"1","#376996"
"54879",54879,"7","#3B1F2B"
"54880",54880,"3","#815355"
"54881",54881,"0","#0B0033"
"54882",54882,"4","#C09BD8"
"54883",54883,"1","#376996"
"54884",54884,"8","#DB162F"
"54885",54885,"4","#C09BD8"
"54886",54886,"4","#C09BD8"
"54887",54887,"7","#3B1F2B"
"54888",54888,"7","#3B1F2B"
"54889",54889,"9","#5F758E"
"54890",54890,"1","#376996"
"54891",54891,"5","#48284A"
"54892",54892,"6","#916C80"
"54893",54893,"7","#3B1F2B"
"54894",54894,"3","#815355"
"54895",54895,"9","#5F758E"
"54896",54896,"9","#5F758E"
"54897",54897,"1","#376996"
"54898",54898,"7","#3B1F2B"
"54899",54899,"3","#815355"
"54900",54900,"8","#DB162F"
"54901",54901,"4","#C09BD8"
"54902",54902,"1","#376996"
"54903",54903,"8","#DB162F"
"54904",54904,"3","#815355"
"54905",54905,"1","#376996"
"54906",54906,"1","#376996"
"54907",54907,"7","#3B1F2B"
"54908",54908,"1","#376996"
"54909",54909,"0","#0B0033"
"54910",54910,"3","#815355"
"54911",54911,"6","#916C80"
"54912",54912,"2","#C3B299"
"54913",54913,"5","#48284A"
"54914",54914,"2","#C3B299"
"54915",54915,"4","#C09BD8"
"54916",54916,"3","#815355"
"54917",54917,"9","#5F758E"
"54918",54918,"5","#48284A"
"54919",54919,"7","#3B1F2B"
"54920",54920,"1","#376996"
"54921",54921,"6","#916C80"
"54922",54922,"1","#376996"
"54923",54923,"5","#48284A"
"54924",54924,"2","#C3B299"
"54925",54925,"7","#3B1F2B"
"54926",54926,"1","#376996"
"54927",54927,"4","#C09BD8"
"54928",54928,"6","#916C80"
"54929",54929,"6","#916C80"
"54930",54930,"9","#5F758E"
"54931",54931,"0","#0B0033"
"54932",54932,"0","#0B0033"
"54933",54933,"5","#48284A"
"54934",54934,"8","#DB162F"
"54935",54935,"1","#376996"
"54936",54936,"4","#C09BD8"
"54937",54937,"7","#3B1F2B"
"54938",54938,"0","#0B0033"
"54939",54939,"0","#0B0033"
"54940",54940,"0","#0B0033"
"54941",54941,"0","#0B0033"
"54942",54942,"2","#C3B299"
"54943",54943,"6","#916C80"
"54944",54944,"3","#815355"
"54945",54945,"3","#815355"
"54946",54946,"0","#0B0033"
"54947",54947,"1","#376996"
"54948",54948,"0","#0B0033"
"54949",54949,"4","#C09BD8"
"54950",54950,"5","#48284A"
"54951",54951,"2","#C3B299"
"54952",54952,"6","#916C80"
"54953",54953,"4","#C09BD8"
"54954",54954,"3","#815355"
"54955",54955,"5","#48284A"
"54956",54956,"4","#C09BD8"
"54957",54957,"7","#3B1F2B"
"54958",54958,"8","#DB162F"
"54959",54959,"6","#916C80"
"54960",54960,"5","#48284A"
"54961",54961,"9","#5F758E"
"54962",54962,"0","#0B0033"
"54963",54963,"3","#815355"
"54964",54964,"2","#C3B299"
"54965",54965,"9","#5F758E"
"54966",54966,"0","#0B0033"
"54967",54967,"7","#3B1F2B"
"54968",54968,"3","#815355"
"54969",54969,"3","#815355"
"54970",54970,"2","#C3B299"
"54971",54971,"0","#0B0033"
"54972",54972,"5","#48284A"
"54973",54973,"4","#C09BD8"
"54974",54974,"6","#916C80"
"54975",54975,"8","#DB162F"
"54976",54976,"3","#815355"
"54977",54977,"3","#815355"
"54978",54978,"8","#DB162F"
"54979",54979,"8","#DB162F"
"54980",54980,"7","#3B1F2B"
"54981",54981,"2","#C3B299"
"54982",54982,"0","#0B0033"
"54983",54983,"7","#3B1F2B"
"54984",54984,"8","#DB162F"
"54985",54985,"7","#3B1F2B"
"54986",54986,"3","#815355"
"54987",54987,"5","#48284A"
"54988",54988,"4","#C09BD8"
"54989",54989,"4","#C09BD8"
"54990",54990,"4","#C09BD8"
"54991",54991,"7","#3B1F2B"
"54992",54992,"6","#916C80"
"54993",54993,"2","#C3B299"
"54994",54994,"6","#916C80"
"54995",54995,"4","#C09BD8"
"54996",54996,"7","#3B1F2B"
"54997",54997,"9","#5F758E"
"54998",54998,"2","#C3B299"
"54999",54999,"5","#48284A"
"55000",55000,"2","#C3B299"
"55001",55001,"9","#5F758E"
"55002",55002,"7","#3B1F2B"
"55003",55003,"6","#916C80"
"55004",55004,"9","#5F758E"
"55005",55005,"0","#0B0033"
"55006",55006,"1","#376996"
"55007",55007,"7","#3B1F2B"
"55008",55008,"0","#0B0033"
"55009",55009,"9","#5F758E"
"55010",55010,"1","#376996"
"55011",55011,"2","#C3B299"
"55012",55012,"0","#0B0033"
"55013",55013,"0","#0B0033"
"55014",55014,"7","#3B1F2B"
"55015",55015,"8","#DB162F"
"55016",55016,"7","#3B1F2B"
"55017",55017,"4","#C09BD8"
"55018",55018,"1","#376996"
"55019",55019,"8","#DB162F"
"55020",55020,"3","#815355"
"55021",55021,"7","#3B1F2B"
"55022",55022,"3","#815355"
"55023",55023,"6","#916C80"
"55024",55024,"7","#3B1F2B"
"55025",55025,"3","#815355"
"55026",55026,"5","#48284A"
"55027",55027,"0","#0B0033"
"55028",55028,"8","#DB162F"
"55029",55029,"7","#3B1F2B"
"55030",55030,"7","#3B1F2B"
"55031",55031,"1","#376996"
"55032",55032,"3","#815355"
"55033",55033,"3","#815355"
"55034",55034,"7","#3B1F2B"
"55035",55035,"6","#916C80"
"55036",55036,"9","#5F758E"
"55037",55037,"7","#3B1F2B"
"55038",55038,"7","#3B1F2B"
"55039",55039,"6","#916C80"
"55040",55040,"8","#DB162F"
"55041",55041,"3","#815355"
"55042",55042,"4","#C09BD8"
"55043",55043,"9","#5F758E"
"55044",55044,"6","#916C80"
"55045",55045,"3","#815355"
"55046",55046,"4","#C09BD8"
"55047",55047,"4","#C09BD8"
"55048",55048,"2","#C3B299"
"55049",55049,"5","#48284A"
"55050",55050,"2","#C3B299"
"55051",55051,"4","#C09BD8"
"55052",55052,"1","#376996"
"55053",55053,"9","#5F758E"
"55054",55054,"9","#5F758E"
"55055",55055,"4","#C09BD8"
"55056",55056,"9","#5F758E"
"55057",55057,"9","#5F758E"
"55058",55058,"5","#48284A"
"55059",55059,"1","#376996"
"55060",55060,"3","#815355"
"55061",55061,"8","#DB162F"
"55062",55062,"8","#DB162F"
"55063",55063,"3","#815355"
"55064",55064,"1","#376996"
"55065",55065,"5","#48284A"
"55066",55066,"0","#0B0033"
"55067",55067,"7","#3B1F2B"
"55068",55068,"4","#C09BD8"
"55069",55069,"8","#DB162F"
"55070",55070,"7","#3B1F2B"
"55071",55071,"7","#3B1F2B"
"55072",55072,"5","#48284A"
"55073",55073,"3","#815355"
"55074",55074,"7","#3B1F2B"
"55075",55075,"4","#C09BD8"
"55076",55076,"3","#815355"
"55077",55077,"3","#815355"
"55078",55078,"8","#DB162F"
"55079",55079,"4","#C09BD8"
"55080",55080,"9","#5F758E"
"55081",55081,"4","#C09BD8"
"55082",55082,"5","#48284A"
"55083",55083,"8","#DB162F"
"55084",55084,"2","#C3B299"
"55085",55085,"5","#48284A"
"55086",55086,"9","#5F758E"
"55087",55087,"7","#3B1F2B"
"55088",55088,"6","#916C80"
"55089",55089,"5","#48284A"
"55090",55090,"5","#48284A"
"55091",55091,"6","#916C80"
"55092",55092,"0","#0B0033"
"55093",55093,"9","#5F758E"
"55094",55094,"9","#5F758E"
"55095",55095,"6","#916C80"
"55096",55096,"5","#48284A"
"55097",55097,"5","#48284A"
"55098",55098,"5","#48284A"
"55099",55099,"9","#5F758E"
"55100",55100,"5","#48284A"
"55101",55101,"4","#C09BD8"
"55102",55102,"3","#815355"
"55103",55103,"1","#376996"
"55104",55104,"8","#DB162F"
"55105",55105,"0","#0B0033"
"55106",55106,"4","#C09BD8"
"55107",55107,"0","#0B0033"
"55108",55108,"9","#5F758E"
"55109",55109,"2","#C3B299"
"55110",55110,"0","#0B0033"
"55111",55111,"1","#376996"
"55112",55112,"7","#3B1F2B"
"55113",55113,"8","#DB162F"
"55114",55114,"4","#C09BD8"
"55115",55115,"9","#5F758E"
"55116",55116,"7","#3B1F2B"
"55117",55117,"1","#376996"
"55118",55118,"8","#DB162F"
"55119",55119,"4","#C09BD8"
"55120",55120,"6","#916C80"
"55121",55121,"8","#DB162F"
"55122",55122,"5","#48284A"
"55123",55123,"4","#C09BD8"
"55124",55124,"9","#5F758E"
"55125",55125,"7","#3B1F2B"
"55126",55126,"3","#815355"
"55127",55127,"7","#3B1F2B"
"55128",55128,"0","#0B0033"
"55129",55129,"6","#916C80"
"55130",55130,"9","#5F758E"
"55131",55131,"6","#916C80"
"55132",55132,"2","#C3B299"
"55133",55133,"1","#376996"
"55134",55134,"2","#C3B299"
"55135",55135,"0","#0B0033"
"55136",55136,"8","#DB162F"
"55137",55137,"8","#DB162F"
"55138",55138,"5","#48284A"
"55139",55139,"2","#C3B299"
"55140",55140,"4","#C09BD8"
"55141",55141,"3","#815355"
"55142",55142,"7","#3B1F2B"
"55143",55143,"7","#3B1F2B"
"55144",55144,"0","#0B0033"
"55145",55145,"1","#376996"
"55146",55146,"3","#815355"
"55147",55147,"8","#DB162F"
"55148",55148,"5","#48284A"
"55149",55149,"3","#815355"
"55150",55150,"7","#3B1F2B"
"55151",55151,"5","#48284A"
"55152",55152,"7","#3B1F2B"
"55153",55153,"6","#916C80"
"55154",55154,"8","#DB162F"
"55155",55155,"1","#376996"
"55156",55156,"4","#C09BD8"
"55157",55157,"1","#376996"
"55158",55158,"6","#916C80"
"55159",55159,"6","#916C80"
"55160",55160,"3","#815355"
"55161",55161,"2","#C3B299"
"55162",55162,"7","#3B1F2B"
"55163",55163,"2","#C3B299"
"55164",55164,"2","#C3B299"
"55165",55165,"4","#C09BD8"
"55166",55166,"1","#376996"
"55167",55167,"2","#C3B299"
"55168",55168,"6","#916C80"
"55169",55169,"3","#815355"
"55170",55170,"4","#C09BD8"
"55171",55171,"4","#C09BD8"
"55172",55172,"2","#C3B299"
"55173",55173,"3","#815355"
"55174",55174,"9","#5F758E"
"55175",55175,"8","#DB162F"
"55176",55176,"2","#C3B299"
"55177",55177,"1","#376996"
"55178",55178,"5","#48284A"
"55179",55179,"2","#C3B299"
"55180",55180,"9","#5F758E"
"55181",55181,"4","#C09BD8"
"55182",55182,"1","#376996"
"55183",55183,"6","#916C80"
"55184",55184,"4","#C09BD8"
"55185",55185,"5","#48284A"
"55186",55186,"3","#815355"
"55187",55187,"7","#3B1F2B"
"55188",55188,"8","#DB162F"
"55189",55189,"0","#0B0033"
"55190",55190,"0","#0B0033"
"55191",55191,"0","#0B0033"
"55192",55192,"4","#C09BD8"
"55193",55193,"9","#5F758E"
"55194",55194,"2","#C3B299"
"55195",55195,"5","#48284A"
"55196",55196,"0","#0B0033"
"55197",55197,"7","#3B1F2B"
"55198",55198,"2","#C3B299"
"55199",55199,"6","#916C80"
"55200",55200,"2","#C3B299"
"55201",55201,"7","#3B1F2B"
"55202",55202,"6","#916C80"
"55203",55203,"5","#48284A"
"55204",55204,"1","#376996"
"55205",55205,"5","#48284A"
"55206",55206,"0","#0B0033"
"55207",55207,"7","#3B1F2B"
"55208",55208,"8","#DB162F"
"55209",55209,"9","#5F758E"
"55210",55210,"0","#0B0033"
"55211",55211,"8","#DB162F"
"55212",55212,"5","#48284A"
"55213",55213,"0","#0B0033"
"55214",55214,"7","#3B1F2B"
"55215",55215,"1","#376996"
"55216",55216,"2","#C3B299"
"55217",55217,"6","#916C80"
"55218",55218,"5","#48284A"
"55219",55219,"9","#5F758E"
"55220",55220,"9","#5F758E"
"55221",55221,"7","#3B1F2B"
"55222",55222,"0","#0B0033"
"55223",55223,"3","#815355"
"55224",55224,"6","#916C80"
"55225",55225,"7","#3B1F2B"
"55226",55226,"0","#0B0033"
"55227",55227,"8","#DB162F"
"55228",55228,"7","#3B1F2B"
"55229",55229,"2","#C3B299"
"55230",55230,"6","#916C80"
"55231",55231,"6","#916C80"
"55232",55232,"9","#5F758E"
"55233",55233,"2","#C3B299"
"55234",55234,"7","#3B1F2B"
"55235",55235,"6","#916C80"
"55236",55236,"4","#C09BD8"
"55237",55237,"3","#815355"
"55238",55238,"0","#0B0033"
"55239",55239,"8","#DB162F"
"55240",55240,"3","#815355"
"55241",55241,"7","#3B1F2B"
"55242",55242,"7","#3B1F2B"
"55243",55243,"2","#C3B299"
"55244",55244,"2","#C3B299"
"55245",55245,"9","#5F758E"
"55246",55246,"6","#916C80"
"55247",55247,"8","#DB162F"
"55248",55248,"5","#48284A"
"55249",55249,"9","#5F758E"
"55250",55250,"8","#DB162F"
"55251",55251,"5","#48284A"
"55252",55252,"1","#376996"
"55253",55253,"6","#916C80"
"55254",55254,"9","#5F758E"
"55255",55255,"1","#376996"
"55256",55256,"2","#C3B299"
"55257",55257,"2","#C3B299"
"55258",55258,"3","#815355"
"55259",55259,"0","#0B0033"
"55260",55260,"5","#48284A"
"55261",55261,"0","#0B0033"
"55262",55262,"3","#815355"
"55263",55263,"7","#3B1F2B"
"55264",55264,"4","#C09BD8"
"55265",55265,"6","#916C80"
"55266",55266,"2","#C3B299"
"55267",55267,"7","#3B1F2B"
"55268",55268,"4","#C09BD8"
"55269",55269,"4","#C09BD8"
"55270",55270,"3","#815355"
"55271",55271,"1","#376996"
"55272",55272,"0","#0B0033"
"55273",55273,"8","#DB162F"
"55274",55274,"5","#48284A"
"55275",55275,"2","#C3B299"
"55276",55276,"9","#5F758E"
"55277",55277,"3","#815355"
"55278",55278,"4","#C09BD8"
"55279",55279,"3","#815355"
"55280",55280,"0","#0B0033"
"55281",55281,"5","#48284A"
"55282",55282,"2","#C3B299"
"55283",55283,"7","#3B1F2B"
"55284",55284,"3","#815355"
"55285",55285,"0","#0B0033"
"55286",55286,"7","#3B1F2B"
"55287",55287,"8","#DB162F"
"55288",55288,"8","#DB162F"
"55289",55289,"6","#916C80"
"55290",55290,"5","#48284A"
"55291",55291,"2","#C3B299"
"55292",55292,"8","#DB162F"
"55293",55293,"3","#815355"
"55294",55294,"9","#5F758E"
"55295",55295,"7","#3B1F2B"
"55296",55296,"7","#3B1F2B"
"55297",55297,"3","#815355"
"55298",55298,"3","#815355"
"55299",55299,"5","#48284A"
"55300",55300,"2","#C3B299"
"55301",55301,"4","#C09BD8"
"55302",55302,"6","#916C80"
"55303",55303,"0","#0B0033"
"55304",55304,"1","#376996"
"55305",55305,"7","#3B1F2B"
"55306",55306,"4","#C09BD8"
"55307",55307,"6","#916C80"
"55308",55308,"3","#815355"
"55309",55309,"5","#48284A"
"55310",55310,"2","#C3B299"
"55311",55311,"7","#3B1F2B"
"55312",55312,"7","#3B1F2B"
"55313",55313,"0","#0B0033"
"55314",55314,"3","#815355"
"55315",55315,"2","#C3B299"
"55316",55316,"0","#0B0033"
"55317",55317,"5","#48284A"
"55318",55318,"9","#5F758E"
"55319",55319,"3","#815355"
"55320",55320,"8","#DB162F"
"55321",55321,"1","#376996"
"55322",55322,"7","#3B1F2B"
"55323",55323,"9","#5F758E"
"55324",55324,"1","#376996"
"55325",55325,"2","#C3B299"
"55326",55326,"5","#48284A"
"55327",55327,"3","#815355"
"55328",55328,"9","#5F758E"
"55329",55329,"6","#916C80"
"55330",55330,"9","#5F758E"
"55331",55331,"1","#376996"
"55332",55332,"5","#48284A"
"55333",55333,"6","#916C80"
"55334",55334,"2","#C3B299"
"55335",55335,"1","#376996"
"55336",55336,"0","#0B0033"
"55337",55337,"6","#916C80"
"55338",55338,"3","#815355"
"55339",55339,"6","#916C80"
"55340",55340,"3","#815355"
"55341",55341,"7","#3B1F2B"
"55342",55342,"6","#916C80"
"55343",55343,"2","#C3B299"
"55344",55344,"5","#48284A"
"55345",55345,"8","#DB162F"
"55346",55346,"8","#DB162F"
"55347",55347,"2","#C3B299"
"55348",55348,"9","#5F758E"
"55349",55349,"3","#815355"
"55350",55350,"7","#3B1F2B"
"55351",55351,"5","#48284A"
"55352",55352,"7","#3B1F2B"
"55353",55353,"1","#376996"
"55354",55354,"3","#815355"
"55355",55355,"7","#3B1F2B"
"55356",55356,"3","#815355"
"55357",55357,"8","#DB162F"
"55358",55358,"4","#C09BD8"
"55359",55359,"0","#0B0033"
"55360",55360,"7","#3B1F2B"
"55361",55361,"5","#48284A"
"55362",55362,"4","#C09BD8"
"55363",55363,"4","#C09BD8"
"55364",55364,"0","#0B0033"
"55365",55365,"6","#916C80"
"55366",55366,"4","#C09BD8"
"55367",55367,"6","#916C80"
"55368",55368,"8","#DB162F"
"55369",55369,"9","#5F758E"
"55370",55370,"6","#916C80"
"55371",55371,"4","#C09BD8"
"55372",55372,"7","#3B1F2B"
"55373",55373,"8","#DB162F"
"55374",55374,"3","#815355"
"55375",55375,"1","#376996"
"55376",55376,"0","#0B0033"
"55377",55377,"0","#0B0033"
"55378",55378,"7","#3B1F2B"
"55379",55379,"0","#0B0033"
