"","position","digit","color"
"23330",23330,"6","#916C80"
"23331",23331,"2","#C3B299"
"23332",23332,"4","#C09BD8"
"23333",23333,"1","#376996"
"23334",23334,"8","#DB162F"
"23335",23335,"0","#0B0033"
"23336",23336,"3","#815355"
"23337",23337,"5","#48284A"
"23338",23338,"8","#DB162F"
"23339",23339,"5","#48284A"
"23340",23340,"2","#C3B299"
"23341",23341,"9","#5F758E"
"23342",23342,"3","#815355"
"23343",23343,"3","#815355"
"23344",23344,"1","#376996"
"23345",23345,"5","#48284A"
"23346",23346,"9","#5F758E"
"23347",23347,"7","#3B1F2B"
"23348",23348,"3","#815355"
"23349",23349,"4","#C09BD8"
"23350",23350,"5","#48284A"
"23351",23351,"8","#DB162F"
"23352",23352,"3","#815355"
"23353",23353,"0","#0B0033"
"23354",23354,"3","#815355"
"23355",23355,"8","#DB162F"
"23356",23356,"4","#C09BD8"
"23357",23357,"5","#48284A"
"23358",23358,"5","#48284A"
"23359",23359,"4","#C09BD8"
"23360",23360,"1","#376996"
"23361",23361,"0","#0B0033"
"23362",23362,"3","#815355"
"23363",23363,"3","#815355"
"23364",23364,"7","#3B1F2B"
"23365",23365,"0","#0B0033"
"23366",23366,"1","#376996"
"23367",23367,"0","#0B0033"
"23368",23368,"9","#5F758E"
"23369",23369,"1","#376996"
"23370",23370,"6","#916C80"
"23371",23371,"7","#3B1F2B"
"23372",23372,"6","#916C80"
"23373",23373,"7","#3B1F2B"
"23374",23374,"7","#3B1F2B"
"23375",23375,"6","#916C80"
"23376",23376,"3","#815355"
"23377",23377,"7","#3B1F2B"
"23378",23378,"4","#C09BD8"
"23379",23379,"2","#C3B299"
"23380",23380,"7","#3B1F2B"
"23381",23381,"6","#916C80"
"23382",23382,"2","#C3B299"
"23383",23383,"1","#376996"
"23384",23384,"0","#0B0033"
"23385",23385,"2","#C3B299"
"23386",23386,"1","#376996"
"23387",23387,"3","#815355"
"23388",23388,"7","#3B1F2B"
"23389",23389,"0","#0B0033"
"23390",23390,"1","#376996"
"23391",23391,"3","#815355"
"23392",23392,"5","#48284A"
"23393",23393,"4","#C09BD8"
"23394",23394,"8","#DB162F"
"23395",23395,"5","#48284A"
"23396",23396,"4","#C09BD8"
"23397",23397,"4","#C09BD8"
"23398",23398,"5","#48284A"
"23399",23399,"0","#0B0033"
"23400",23400,"9","#5F758E"
"23401",23401,"2","#C3B299"
"23402",23402,"6","#916C80"
"23403",23403,"3","#815355"
"23404",23404,"0","#0B0033"
"23405",23405,"7","#3B1F2B"
"23406",23406,"1","#376996"
"23407",23407,"9","#5F758E"
"23408",23408,"0","#0B0033"
"23409",23409,"1","#376996"
"23410",23410,"1","#376996"
"23411",23411,"4","#C09BD8"
"23412",23412,"7","#3B1F2B"
"23413",23413,"3","#815355"
"23414",23414,"1","#376996"
"23415",23415,"8","#DB162F"
"23416",23416,"4","#C09BD8"
"23417",23417,"8","#DB162F"
"23418",23418,"5","#48284A"
"23419",23419,"7","#3B1F2B"
"23420",23420,"4","#C09BD8"
"23421",23421,"9","#5F758E"
"23422",23422,"2","#C3B299"
"23423",23423,"3","#815355"
"23424",23424,"3","#815355"
"23425",23425,"1","#376996"
"23426",23426,"8","#DB162F"
"23427",23427,"1","#376996"
"23428",23428,"6","#916C80"
"23429",23429,"7","#3B1F2B"
"23430",23430,"2","#C3B299"
"23431",23431,"0","#0B0033"
"23432",23432,"7","#3B1F2B"
"23433",23433,"2","#C3B299"
"23434",23434,"1","#376996"
"23435",23435,"3","#815355"
"23436",23436,"7","#3B1F2B"
"23437",23437,"2","#C3B299"
"23438",23438,"7","#3B1F2B"
"23439",23439,"9","#5F758E"
"23440",23440,"3","#815355"
"23441",23441,"5","#48284A"
"23442",23442,"5","#48284A"
"23443",23443,"6","#916C80"
"23444",23444,"7","#3B1F2B"
"23445",23445,"9","#5F758E"
"23446",23446,"5","#48284A"
"23447",23447,"2","#C3B299"
"23448",23448,"8","#DB162F"
"23449",23449,"4","#C09BD8"
"23450",23450,"4","#C09BD8"
"23451",23451,"3","#815355"
"23452",23452,"9","#5F758E"
"23453",23453,"2","#C3B299"
"23454",23454,"5","#48284A"
"23455",23455,"4","#C09BD8"
"23456",23456,"8","#DB162F"
"23457",23457,"1","#376996"
"23458",23458,"5","#48284A"
"23459",23459,"6","#916C80"
"23460",23460,"0","#0B0033"
"23461",23461,"9","#5F758E"
"23462",23462,"1","#376996"
"23463",23463,"3","#815355"
"23464",23464,"7","#3B1F2B"
"23465",23465,"2","#C3B299"
"23466",23466,"8","#DB162F"
"23467",23467,"1","#376996"
"23468",23468,"2","#C3B299"
"23469",23469,"8","#DB162F"
"23470",23470,"4","#C09BD8"
"23471",23471,"0","#0B0033"
"23472",23472,"6","#916C80"
"23473",23473,"3","#815355"
"23474",23474,"3","#815355"
"23475",23475,"3","#815355"
"23476",23476,"0","#0B0033"
"23477",23477,"3","#815355"
"23478",23478,"9","#5F758E"
"23479",23479,"3","#815355"
"23480",23480,"7","#3B1F2B"
"23481",23481,"3","#815355"
"23482",23482,"5","#48284A"
"23483",23483,"6","#916C80"
"23484",23484,"2","#C3B299"
"23485",23485,"4","#C09BD8"
"23486",23486,"2","#C3B299"
"23487",23487,"0","#0B0033"
"23488",23488,"0","#0B0033"
"23489",23489,"1","#376996"
"23490",23490,"6","#916C80"
"23491",23491,"0","#0B0033"
"23492",23492,"4","#C09BD8"
"23493",23493,"5","#48284A"
"23494",23494,"6","#916C80"
"23495",23495,"6","#916C80"
"23496",23496,"4","#C09BD8"
"23497",23497,"5","#48284A"
"23498",23498,"5","#48284A"
"23499",23499,"7","#3B1F2B"
"23500",23500,"4","#C09BD8"
"23501",23501,"1","#376996"
"23502",23502,"4","#C09BD8"
"23503",23503,"5","#48284A"
"23504",23504,"8","#DB162F"
"23505",23505,"8","#DB162F"
"23506",23506,"1","#376996"
"23507",23507,"6","#916C80"
"23508",23508,"6","#916C80"
"23509",23509,"0","#0B0033"
"23510",23510,"5","#48284A"
"23511",23511,"2","#C3B299"
"23512",23512,"1","#376996"
"23513",23513,"6","#916C80"
"23514",23514,"6","#916C80"
"23515",23515,"6","#916C80"
"23516",23516,"0","#0B0033"
"23517",23517,"8","#DB162F"
"23518",23518,"7","#3B1F2B"
"23519",23519,"3","#815355"
"23520",23520,"8","#DB162F"
"23521",23521,"7","#3B1F2B"
"23522",23522,"4","#C09BD8"
"23523",23523,"8","#DB162F"
"23524",23524,"0","#0B0033"
"23525",23525,"4","#C09BD8"
"23526",23526,"7","#3B1F2B"
"23527",23527,"2","#C3B299"
"23528",23528,"4","#C09BD8"
"23529",23529,"3","#815355"
"23530",23530,"3","#815355"
"23531",23531,"9","#5F758E"
"23532",23532,"1","#376996"
"23533",23533,"2","#C3B299"
"23534",23534,"1","#376996"
"23535",23535,"2","#C3B299"
"23536",23536,"9","#5F758E"
"23537",23537,"5","#48284A"
"23538",23538,"5","#48284A"
"23539",23539,"8","#DB162F"
"23540",23540,"7","#3B1F2B"
"23541",23541,"7","#3B1F2B"
"23542",23542,"7","#3B1F2B"
"23543",23543,"6","#916C80"
"23544",23544,"3","#815355"
"23545",23545,"9","#5F758E"
"23546",23546,"0","#0B0033"
"23547",23547,"6","#916C80"
"23548",23548,"9","#5F758E"
"23549",23549,"6","#916C80"
"23550",23550,"9","#5F758E"
"23551",23551,"0","#0B0033"
"23552",23552,"3","#815355"
"23553",23553,"7","#3B1F2B"
"23554",23554,"0","#0B0033"
"23555",23555,"7","#3B1F2B"
"23556",23556,"8","#DB162F"
"23557",23557,"8","#DB162F"
"23558",23558,"2","#C3B299"
"23559",23559,"8","#DB162F"
"23560",23560,"5","#48284A"
"23561",23561,"2","#C3B299"
"23562",23562,"7","#3B1F2B"
"23563",23563,"7","#3B1F2B"
"23564",23564,"5","#48284A"
"23565",23565,"3","#815355"
"23566",23566,"8","#DB162F"
"23567",23567,"9","#5F758E"
"23568",23568,"4","#C09BD8"
"23569",23569,"0","#0B0033"
"23570",23570,"5","#48284A"
"23571",23571,"2","#C3B299"
"23572",23572,"4","#C09BD8"
"23573",23573,"6","#916C80"
"23574",23574,"0","#0B0033"
"23575",23575,"7","#3B1F2B"
"23576",23576,"5","#48284A"
"23577",23577,"8","#DB162F"
"23578",23578,"4","#C09BD8"
"23579",23579,"9","#5F758E"
"23580",23580,"6","#916C80"
"23581",23581,"2","#C3B299"
"23582",23582,"3","#815355"
"23583",23583,"1","#376996"
"23584",23584,"5","#48284A"
"23585",23585,"7","#3B1F2B"
"23586",23586,"4","#C09BD8"
"23587",23587,"3","#815355"
"23588",23588,"6","#916C80"
"23589",23589,"9","#5F758E"
"23590",23590,"1","#376996"
"23591",23591,"7","#3B1F2B"
"23592",23592,"1","#376996"
"23593",23593,"1","#376996"
"23594",23594,"3","#815355"
"23595",23595,"1","#376996"
"23596",23596,"7","#3B1F2B"
"23597",23597,"6","#916C80"
"23598",23598,"1","#376996"
"23599",23599,"3","#815355"
"23600",23600,"4","#C09BD8"
"23601",23601,"7","#3B1F2B"
"23602",23602,"8","#DB162F"
"23603",23603,"3","#815355"
"23604",23604,"8","#DB162F"
"23605",23605,"8","#DB162F"
"23606",23606,"2","#C3B299"
"23607",23607,"7","#3B1F2B"
"23608",23608,"1","#376996"
"23609",23609,"9","#5F758E"
"23610",23610,"4","#C09BD8"
"23611",23611,"1","#376996"
"23612",23612,"6","#916C80"
"23613",23613,"8","#DB162F"
"23614",23614,"6","#916C80"
"23615",23615,"0","#0B0033"
"23616",23616,"6","#916C80"
"23617",23617,"6","#916C80"
"23618",23618,"2","#C3B299"
"23619",23619,"5","#48284A"
"23620",23620,"7","#3B1F2B"
"23621",23621,"2","#C3B299"
"23622",23622,"1","#376996"
"23623",23623,"0","#0B0033"
"23624",23624,"3","#815355"
"23625",23625,"6","#916C80"
"23626",23626,"8","#DB162F"
"23627",23627,"5","#48284A"
"23628",23628,"1","#376996"
"23629",23629,"3","#815355"
"23630",23630,"2","#C3B299"
"23631",23631,"1","#376996"
"23632",23632,"5","#48284A"
"23633",23633,"6","#916C80"
"23634",23634,"6","#916C80"
"23635",23635,"4","#C09BD8"
"23636",23636,"7","#3B1F2B"
"23637",23637,"8","#DB162F"
"23638",23638,"0","#0B0033"
"23639",23639,"0","#0B0033"
"23640",23640,"1","#376996"
"23641",23641,"4","#C09BD8"
"23642",23642,"7","#3B1F2B"
"23643",23643,"6","#916C80"
"23644",23644,"7","#3B1F2B"
"23645",23645,"5","#48284A"
"23646",23646,"2","#C3B299"
"23647",23647,"3","#815355"
"23648",23648,"1","#376996"
"23649",23649,"0","#0B0033"
"23650",23650,"3","#815355"
"23651",23651,"9","#5F758E"
"23652",23652,"3","#815355"
"23653",23653,"5","#48284A"
"23654",23654,"7","#3B1F2B"
"23655",23655,"8","#DB162F"
"23656",23656,"6","#916C80"
"23657",23657,"0","#0B0033"
"23658",23658,"6","#916C80"
"23659",23659,"8","#DB162F"
"23660",23660,"9","#5F758E"
"23661",23661,"6","#916C80"
"23662",23662,"1","#376996"
"23663",23663,"1","#376996"
"23664",23664,"1","#376996"
"23665",23665,"2","#C3B299"
"23666",23666,"5","#48284A"
"23667",23667,"9","#5F758E"
"23668",23668,"9","#5F758E"
"23669",23669,"6","#916C80"
"23670",23670,"0","#0B0033"
"23671",23671,"2","#C3B299"
"23672",23672,"8","#DB162F"
"23673",23673,"1","#376996"
"23674",23674,"8","#DB162F"
"23675",23675,"3","#815355"
"23676",23676,"9","#5F758E"
"23677",23677,"3","#815355"
"23678",23678,"0","#0B0033"
"23679",23679,"9","#5F758E"
"23680",23680,"5","#48284A"
"23681",23681,"4","#C09BD8"
"23682",23682,"8","#DB162F"
"23683",23683,"7","#3B1F2B"
"23684",23684,"0","#0B0033"
"23685",23685,"9","#5F758E"
"23686",23686,"0","#0B0033"
"23687",23687,"5","#48284A"
"23688",23688,"9","#5F758E"
"23689",23689,"0","#0B0033"
"23690",23690,"7","#3B1F2B"
"23691",23691,"3","#815355"
"23692",23692,"8","#DB162F"
"23693",23693,"6","#916C80"
"23694",23694,"1","#376996"
"23695",23695,"3","#815355"
"23696",23696,"5","#48284A"
"23697",23697,"1","#376996"
"23698",23698,"9","#5F758E"
"23699",23699,"1","#376996"
"23700",23700,"4","#C09BD8"
"23701",23701,"5","#48284A"
"23702",23702,"9","#5F758E"
"23703",23703,"1","#376996"
"23704",23704,"8","#DB162F"
"23705",23705,"1","#376996"
"23706",23706,"9","#5F758E"
"23707",23707,"5","#48284A"
"23708",23708,"1","#376996"
"23709",23709,"0","#0B0033"
"23710",23710,"2","#C3B299"
"23711",23711,"9","#5F758E"
"23712",23712,"7","#3B1F2B"
"23713",23713,"3","#815355"
"23714",23714,"2","#C3B299"
"23715",23715,"7","#3B1F2B"
"23716",23716,"8","#DB162F"
"23717",23717,"7","#3B1F2B"
"23718",23718,"5","#48284A"
"23719",23719,"5","#48284A"
"23720",23720,"7","#3B1F2B"
"23721",23721,"1","#376996"
"23722",23722,"0","#0B0033"
"23723",23723,"4","#C09BD8"
"23724",23724,"9","#5F758E"
"23725",23725,"7","#3B1F2B"
"23726",23726,"2","#C3B299"
"23727",23727,"9","#5F758E"
"23728",23728,"0","#0B0033"
"23729",23729,"1","#376996"
"23730",23730,"1","#376996"
"23731",23731,"4","#C09BD8"
"23732",23732,"8","#DB162F"
"23733",23733,"7","#3B1F2B"
"23734",23734,"1","#376996"
"23735",23735,"7","#3B1F2B"
"23736",23736,"1","#376996"
"23737",23737,"8","#DB162F"
"23738",23738,"9","#5F758E"
"23739",23739,"7","#3B1F2B"
"23740",23740,"1","#376996"
"23741",23741,"8","#DB162F"
"23742",23742,"0","#0B0033"
"23743",23743,"0","#0B0033"
"23744",23744,"4","#C09BD8"
"23745",23745,"6","#916C80"
"23746",23746,"9","#5F758E"
"23747",23747,"6","#916C80"
"23748",23748,"1","#376996"
"23749",23749,"6","#916C80"
"23750",23750,"9","#5F758E"
"23751",23751,"7","#3B1F2B"
"23752",23752,"7","#3B1F2B"
"23753",23753,"7","#3B1F2B"
"23754",23754,"0","#0B0033"
"23755",23755,"0","#0B0033"
"23756",23756,"1","#376996"
"23757",23757,"7","#3B1F2B"
"23758",23758,"9","#5F758E"
"23759",23759,"1","#376996"
"23760",23760,"3","#815355"
"23761",23761,"9","#5F758E"
"23762",23762,"1","#376996"
"23763",23763,"9","#5F758E"
"23764",23764,"6","#916C80"
"23765",23765,"1","#376996"
"23766",23766,"3","#815355"
"23767",23767,"7","#3B1F2B"
"23768",23768,"9","#5F758E"
"23769",23769,"1","#376996"
"23770",23770,"4","#C09BD8"
"23771",23771,"1","#376996"
"23772",23772,"7","#3B1F2B"
"23773",23773,"1","#376996"
"23774",23774,"6","#916C80"
"23775",23775,"2","#C3B299"
"23776",23776,"7","#3B1F2B"
"23777",23777,"0","#0B0033"
"23778",23778,"7","#3B1F2B"
"23779",23779,"0","#0B0033"
"23780",23780,"1","#376996"
"23781",23781,"8","#DB162F"
"23782",23782,"9","#5F758E"
"23783",23783,"5","#48284A"
"23784",23784,"8","#DB162F"
"23785",23785,"4","#C09BD8"
"23786",23786,"6","#916C80"
"23787",23787,"9","#5F758E"
"23788",23788,"2","#C3B299"
"23789",23789,"1","#376996"
"23790",23790,"4","#C09BD8"
"23791",23791,"3","#815355"
"23792",23792,"4","#C09BD8"
"23793",23793,"3","#815355"
"23794",23794,"6","#916C80"
"23795",23795,"9","#5F758E"
"23796",23796,"6","#916C80"
"23797",23797,"7","#3B1F2B"
"23798",23798,"6","#916C80"
"23799",23799,"2","#C3B299"
"23800",23800,"9","#5F758E"
"23801",23801,"2","#C3B299"
"23802",23802,"7","#3B1F2B"
"23803",23803,"4","#C09BD8"
"23804",23804,"5","#48284A"
"23805",23805,"9","#5F758E"
"23806",23806,"1","#376996"
"23807",23807,"0","#0B0033"
"23808",23808,"9","#5F758E"
"23809",23809,"9","#5F758E"
"23810",23810,"4","#C09BD8"
"23811",23811,"0","#0B0033"
"23812",23812,"0","#0B0033"
"23813",23813,"6","#916C80"
"23814",23814,"0","#0B0033"
"23815",23815,"0","#0B0033"
"23816",23816,"8","#DB162F"
"23817",23817,"4","#C09BD8"
"23818",23818,"9","#5F758E"
"23819",23819,"8","#DB162F"
"23820",23820,"3","#815355"
"23821",23821,"5","#48284A"
"23822",23822,"6","#916C80"
"23823",23823,"8","#DB162F"
"23824",23824,"4","#C09BD8"
"23825",23825,"2","#C3B299"
"23826",23826,"5","#48284A"
"23827",23827,"2","#C3B299"
"23828",23828,"0","#0B0033"
"23829",23829,"1","#376996"
"23830",23830,"9","#5F758E"
"23831",23831,"1","#376996"
"23832",23832,"5","#48284A"
"23833",23833,"5","#48284A"
"23834",23834,"9","#5F758E"
"23835",23835,"3","#815355"
"23836",23836,"7","#3B1F2B"
"23837",23837,"0","#0B0033"
"23838",23838,"3","#815355"
"23839",23839,"7","#3B1F2B"
"23840",23840,"0","#0B0033"
"23841",23841,"1","#376996"
"23842",23842,"0","#0B0033"
"23843",23843,"1","#376996"
"23844",23844,"1","#376996"
"23845",23845,"0","#0B0033"
"23846",23846,"4","#C09BD8"
"23847",23847,"9","#5F758E"
"23848",23848,"7","#3B1F2B"
"23849",23849,"4","#C09BD8"
"23850",23850,"7","#3B1F2B"
"23851",23851,"3","#815355"
"23852",23852,"3","#815355"
"23853",23853,"9","#5F758E"
"23854",23854,"4","#C09BD8"
"23855",23855,"9","#5F758E"
"23856",23856,"3","#815355"
"23857",23857,"8","#DB162F"
"23858",23858,"7","#3B1F2B"
"23859",23859,"7","#3B1F2B"
"23860",23860,"8","#DB162F"
"23861",23861,"8","#DB162F"
"23862",23862,"5","#48284A"
"23863",23863,"9","#5F758E"
"23864",23864,"8","#DB162F"
"23865",23865,"9","#5F758E"
"23866",23866,"4","#C09BD8"
"23867",23867,"1","#376996"
"23868",23868,"7","#3B1F2B"
"23869",23869,"4","#C09BD8"
"23870",23870,"3","#815355"
"23871",23871,"3","#815355"
"23872",23872,"0","#0B0033"
"23873",23873,"3","#815355"
"23874",23874,"1","#376996"
"23875",23875,"7","#3B1F2B"
"23876",23876,"8","#DB162F"
"23877",23877,"5","#48284A"
"23878",23878,"3","#815355"
"23879",23879,"4","#C09BD8"
"23880",23880,"8","#DB162F"
"23881",23881,"7","#3B1F2B"
"23882",23882,"0","#0B0033"
"23883",23883,"7","#3B1F2B"
"23884",23884,"6","#916C80"
"23885",23885,"0","#0B0033"
"23886",23886,"3","#815355"
"23887",23887,"2","#C3B299"
"23888",23888,"2","#C3B299"
"23889",23889,"1","#376996"
"23890",23890,"9","#5F758E"
"23891",23891,"8","#DB162F"
"23892",23892,"2","#C3B299"
"23893",23893,"9","#5F758E"
"23894",23894,"7","#3B1F2B"
"23895",23895,"0","#0B0033"
"23896",23896,"5","#48284A"
"23897",23897,"7","#3B1F2B"
"23898",23898,"9","#5F758E"
"23899",23899,"7","#3B1F2B"
"23900",23900,"5","#48284A"
"23901",23901,"1","#376996"
"23902",23902,"1","#376996"
"23903",23903,"9","#5F758E"
"23904",23904,"1","#376996"
"23905",23905,"4","#C09BD8"
"23906",23906,"4","#C09BD8"
"23907",23907,"0","#0B0033"
"23908",23908,"5","#48284A"
"23909",23909,"1","#376996"
"23910",23910,"0","#0B0033"
"23911",23911,"9","#5F758E"
"23912",23912,"9","#5F758E"
"23913",23913,"4","#C09BD8"
"23914",23914,"2","#C3B299"
"23915",23915,"3","#815355"
"23916",23916,"5","#48284A"
"23917",23917,"8","#DB162F"
"23918",23918,"8","#DB162F"
"23919",23919,"3","#815355"
"23920",23920,"0","#0B0033"
"23921",23921,"3","#815355"
"23922",23922,"4","#C09BD8"
"23923",23923,"5","#48284A"
"23924",23924,"4","#C09BD8"
"23925",23925,"6","#916C80"
"23926",23926,"3","#815355"
"23927",23927,"5","#48284A"
"23928",23928,"3","#815355"
"23929",23929,"4","#C09BD8"
"23930",23930,"9","#5F758E"
"23931",23931,"2","#C3B299"
"23932",23932,"3","#815355"
"23933",23933,"4","#C09BD8"
"23934",23934,"9","#5F758E"
"23935",23935,"8","#DB162F"
"23936",23936,"2","#C3B299"
"23937",23937,"6","#916C80"
"23938",23938,"8","#DB162F"
"23939",23939,"8","#DB162F"
"23940",23940,"3","#815355"
"23941",23941,"6","#916C80"
"23942",23942,"2","#C3B299"
"23943",23943,"4","#C09BD8"
"23944",23944,"0","#0B0033"
"23945",23945,"4","#C09BD8"
"23946",23946,"3","#815355"
"23947",23947,"3","#815355"
"23948",23948,"2","#C3B299"
"23949",23949,"7","#3B1F2B"
"23950",23950,"2","#C3B299"
"23951",23951,"6","#916C80"
"23952",23952,"7","#3B1F2B"
"23953",23953,"4","#C09BD8"
"23954",23954,"1","#376996"
"23955",23955,"5","#48284A"
"23956",23956,"5","#48284A"
"23957",23957,"4","#C09BD8"
"23958",23958,"0","#0B0033"
"23959",23959,"3","#815355"
"23960",23960,"0","#0B0033"
"23961",23961,"1","#376996"
"23962",23962,"6","#916C80"
"23963",23963,"1","#376996"
"23964",23964,"9","#5F758E"
"23965",23965,"5","#48284A"
"23966",23966,"0","#0B0033"
"23967",23967,"5","#48284A"
"23968",23968,"6","#916C80"
"23969",23969,"8","#DB162F"
"23970",23970,"0","#0B0033"
"23971",23971,"6","#916C80"
"23972",23972,"5","#48284A"
"23973",23973,"4","#C09BD8"
"23974",23974,"1","#376996"
"23975",23975,"8","#DB162F"
"23976",23976,"0","#0B0033"
"23977",23977,"9","#5F758E"
"23978",23978,"3","#815355"
"23979",23979,"9","#5F758E"
"23980",23980,"4","#C09BD8"
"23981",23981,"0","#0B0033"
"23982",23982,"9","#5F758E"
"23983",23983,"9","#5F758E"
"23984",23984,"8","#DB162F"
"23985",23985,"2","#C3B299"
"23986",23986,"0","#0B0033"
"23987",23987,"2","#C3B299"
"23988",23988,"0","#0B0033"
"23989",23989,"6","#916C80"
"23990",23990,"0","#0B0033"
"23991",23991,"9","#5F758E"
"23992",23992,"9","#5F758E"
"23993",23993,"9","#5F758E"
"23994",23994,"4","#C09BD8"
"23995",23995,"1","#376996"
"23996",23996,"4","#C09BD8"
"23997",23997,"0","#0B0033"
"23998",23998,"2","#C3B299"
"23999",23999,"1","#376996"
"24000",24000,"6","#916C80"
"24001",24001,"8","#DB162F"
"24002",24002,"9","#5F758E"
"24003",24003,"0","#0B0033"
"24004",24004,"9","#5F758E"
"24005",24005,"0","#0B0033"
"24006",24006,"0","#0B0033"
"24007",24007,"7","#3B1F2B"
"24008",24008,"0","#0B0033"
"24009",24009,"8","#DB162F"
"24010",24010,"2","#C3B299"
"24011",24011,"1","#376996"
"24012",24012,"3","#815355"
"24013",24013,"3","#815355"
"24014",24014,"0","#0B0033"
"24015",24015,"7","#3B1F2B"
"24016",24016,"2","#C3B299"
"24017",24017,"3","#815355"
"24018",24018,"0","#0B0033"
"24019",24019,"8","#DB162F"
"24020",24020,"9","#5F758E"
"24021",24021,"6","#916C80"
"24022",24022,"6","#916C80"
"24023",24023,"2","#C3B299"
"24024",24024,"1","#376996"
"24025",24025,"1","#376996"
"24026",24026,"9","#5F758E"
"24027",24027,"7","#3B1F2B"
"24028",24028,"7","#3B1F2B"
"24029",24029,"5","#48284A"
"24030",24030,"5","#48284A"
"24031",24031,"3","#815355"
"24032",24032,"0","#0B0033"
"24033",24033,"6","#916C80"
"24034",24034,"6","#916C80"
"24035",24035,"5","#48284A"
"24036",24036,"9","#5F758E"
"24037",24037,"1","#376996"
"24038",24038,"8","#DB162F"
"24039",24039,"8","#DB162F"
"24040",24040,"1","#376996"
"24041",24041,"4","#C09BD8"
"24042",24042,"1","#376996"
"24043",24043,"1","#376996"
"24044",24044,"9","#5F758E"
"24045",24045,"1","#376996"
"24046",24046,"5","#48284A"
"24047",24047,"7","#3B1F2B"
"24048",24048,"7","#3B1F2B"
"24049",24049,"8","#DB162F"
"24050",24050,"3","#815355"
"24051",24051,"6","#916C80"
"24052",24052,"2","#C3B299"
"24053",24053,"7","#3B1F2B"
"24054",24054,"2","#C3B299"
"24055",24055,"9","#5F758E"
"24056",24056,"2","#C3B299"
"24057",24057,"7","#3B1F2B"
"24058",24058,"4","#C09BD8"
"24059",24059,"6","#916C80"
"24060",24060,"1","#376996"
"24061",24061,"5","#48284A"
"24062",24062,"6","#916C80"
"24063",24063,"1","#376996"
"24064",24064,"8","#DB162F"
"24065",24065,"5","#48284A"
"24066",24066,"7","#3B1F2B"
"24067",24067,"1","#376996"
"24068",24068,"0","#0B0033"
"24069",24069,"3","#815355"
"24070",24070,"7","#3B1F2B"
"24071",24071,"2","#C3B299"
"24072",24072,"1","#376996"
"24073",24073,"7","#3B1F2B"
"24074",24074,"2","#C3B299"
"24075",24075,"4","#C09BD8"
"24076",24076,"7","#3B1F2B"
"24077",24077,"1","#376996"
"24078",24078,"0","#0B0033"
"24079",24079,"0","#0B0033"
"24080",24080,"9","#5F758E"
"24081",24081,"5","#48284A"
"24082",24082,"2","#C3B299"
"24083",24083,"1","#376996"
"24084",24084,"4","#C09BD8"
"24085",24085,"2","#C3B299"
"24086",24086,"3","#815355"
"24087",24087,"6","#916C80"
"24088",24088,"9","#5F758E"
"24089",24089,"6","#916C80"
"24090",24090,"4","#C09BD8"
"24091",24091,"8","#DB162F"
"24092",24092,"3","#815355"
"24093",24093,"0","#0B0033"
"24094",24094,"8","#DB162F"
"24095",24095,"6","#916C80"
"24096",24096,"4","#C09BD8"
"24097",24097,"1","#376996"
"24098",24098,"0","#0B0033"
"24099",24099,"2","#C3B299"
